598 1 2 3 1 . 2  8 49 65 55 57 55 55 63 65 65 60  71  17  60
600 1 1 3 4 3 2 10 42 39 44 52 41 40 47 42 46 35  54  18  72
601 1 2 . . 3 2 20 80 80 80 80 80 74 80 80 80 80 136  42  65
602 1 2 . . 3 2 16 41 56 49 60 62 51 63 52 62 56 128  28  65
604 3 2 4 4 3 .  . 79 53 55 62 71 51 60 52 75 66  91  23  52
605 2 2 4 1 3 .  . 41 50 41 57 45 55 45 43 58 48  48  10  70
607 3 1 2 1 3 .  . 61 53 54 44 49 51 47 63 46 54  54  11  63
610 1 1 4 1 2 2 13 42 70 44 73 74 57 47 64 68 66  51  20  47
611 2 1 4 4 2 .  . 59 39 54 60 62 60 47 51 46 56  62  11  68
612 2 1 4 1 4 .  . 42 55 54 63 68 60 68 64 68 62  70  19  83
613 1 2 4 2 3 2 13 56 56 60 57 62 65 45 64 65 60  82  16  62
615 1 1 3 1 3 1 15 64 69 66 60 72 66 61 63 70 70  96  19  71
619 1 1 2 1 3 1 17 51 64 54 65 59 66 47 56 74 64 107  26  60
621 1 2 . . 3 1 12 56 63 41 60 62 55 45 43 46 57  79  27  58
622 2 2 4 4 3 .  . 79 38 41 42 58 62 45 43 46 59  54  10  12
623 2 2 . . 3 .  . 41 58 68 62 52 55 63 52 58 59 102  19  75
624 3 2 4 2 4 .  . 56 56 49 60 63 55 60 63 62 60  97  23  65
625 2 1 3 1 3 .  . 55 58 66 60 59 51 47 67 46 59  70  16  74
629 1 2 3 1 3 2  8 80 78 69 67 75 72 60 70 75 74  94  27  70
630 3 1 3 4 3 .  . 61 70 66 60 59 70 47 63 58 65  74  17  50
632 2 1 1 4 3 .  . 42 47 54 52 55 40 47 51 58 49  41  10  84
635 2 1 4 4 3 .  . 59 64 80 70 65 76 61 73 74 72  63  11  69
636 1 1 1 1 3 1 10 42 39 44 52 41 57 47 42 46 41  40   7  63
641 2 2 3 4 2 .  . 49 66 68 64 69 55 45 61 71 64  77  13  57
646 3 2 . . 3 .  . 41 70 63 60 52 51 45 52 46 59  90  18  77
647 1 2 . . 3 2  6 41 67 49 49 62 62 63 63 58 60  78  23  73
648 2 2 3 1 2 .  . 49 45 60 61 45 51 60 52 46 52  46   9  82
649 2 1 . . 3 .  . 59 69 63 63 62 71 64 59 46 65  60  14  60
651 1 2 2 1 2 2 10 60 61 69 69 70 71 63 63 71 69  88  29  56
653 1 2 4 1 3 2 17 58 70 69 70 63 67 56 63 74 69 122  27  54
658 2 2 1 4 3 .  . 56 63 68 71 70 78 63 70 75 71  56  11  63
659 3 2 . . 4 .  . 52 66 64 54 62 51 60 67 64 62  87  13  77
661 1 1 1 3 3 2 15 59 58 59 60 57 40 47 51 46 56  99  18  69
663 2 2 . . 3 .  . 49 63 64 49 60 62 45 65 58 60  70  12  64
668 1 2 . . 3 2 16 58 70 80 75 66 75 64 76 80 75 114  27  59
673 3 2 3 1 3 .  . 41 53 55 54 45 51 45 52 58 50  72  13  59
674 2 2 . . 3 .  . 49 63 64 62 60 51 56 55 58 61  71  16  66
679 2 2 . . 4 .  . 56 50 60 54 52 62 56 64 65 57  68  17  68
685 2 2 4 1 4 .  . 60 58 41 42 55 55 45 43 46 52  64  11  62
689 2 2 2 2 4 .  . 41 53 55 57 58 55 45 52 62 55  79  18  79
690 1 2 3 1 2 2 14 52 65 63 61 66 62 60 73 65 64  79  18  37
691 3 2 4 2 3 .  . 60 63 60 54 69 67 45 55 58 62 102  17  64
692 2 1 3 4 3 .  . 59 55 59 63 62 60 61 59 58 62  87  16  58
694 1 2 4 2 3 1 17 52 50 64 57 52 59 45 55 65 56 111  22  78
696 2 2 . . . .  . 66 68 80 71 78 72 70 74 80 78 112  27  75
700 1 1 4 1 4 2 10 51 64 59 76 74 64 47 42 62 65  45  11  64

