"","Trial","Cond","Subject","Hit","RT"
"651",1,"condB","s7",1,1177.75370660946
"652",2,"condB","s7",0,1348.20761582905
"653",3,"condB","s7",1,1342.65082567293
"654",4,"condB","s7",1,1029.24181519013
"655",5,"condB","s7",1,1331.81368181192
"656",6,"condB","s7",1,1019.33886866637
"657",7,"condB","s7",0,1114.03248399004
"658",8,"condB","s7",1,1014.10505114467
"659",9,"condB","s7",1,1041.14352550164
"660",10,"condB","s7",1,896.998636699494
"661",11,"condB","s7",1,947.120983536184
"662",12,"condB","s7",1,1112.48251096889
"663",13,"condB","s7",1,780.10196217552
"664",14,"condB","s7",1,911.403411742304
"665",15,"condB","s7",1,721.89578798187
"666",16,"condB","s7",0,647.540224880539
"667",17,"condB","s7",1,807.660317959429
"668",18,"condB","s7",1,764.073922082899
"669",19,"condB","s7",0,627.279853220686
"670",20,"condB","s7",1,731.715056213722
"671",21,"condB","s7",0,612.73066634251
"672",22,"condB","s7",1,834.202022160547
"673",23,"condB","s7",1,485.308030207052
"674",24,"condB","s7",1,594.313053479787
"675",25,"condB","s7",0,476.947839884324
"676",26,"condB","s7",1,412.168346427139
"677",27,"condB","s7",1,526.662438206004
"678",28,"condB","s7",1,220.845646914071
"679",29,"condB","s7",1,338.915292340655
"680",30,"condB","s7",1,309.270991045155
"681",31,"condB","s7",1,335.100136097764
"682",32,"condB","s7",1,363.490327691749
"683",33,"condB","s7",1,229.831314651425
"684",34,"condB","s7",1,365.540828068124
"685",35,"condB","s7",1,398.003445047484
"686",36,"condB","s7",1,88.8053314266075
"687",37,"condB","s7",1,417.258635502167
"688",38,"condB","s7",1,55.1807352393126
"689",39,"condB","s7",1,139.293796294996
"690",40,"condB","s7",1,98.0456939913669
"691",41,"condB","s7",1,101.91445356081
"692",42,"condB","s7",1,-62.4360760046818
"693",43,"condB","s7",1,29.0711453917429
"694",44,"condB","s7",0,133.844216396601
"695",45,"condB","s7",1,-136.212803548052
"696",46,"condB","s7",1,-66.0802645932511
"697",47,"condB","s7",1,-251.915273178463
"698",48,"condB","s7",1,-257.283433371588
"699",49,"condB","s7",1,-168.373079830065
"700",50,"condB","s7",1,-208.49035947796
"701",1,"condA","s8",0,1141.37383055024
"702",2,"condA","s8",1,1193.06530340017
"703",3,"condA","s8",1,1126.28400163187
"704",4,"condA","s8",1,1345.12315573015
"705",5,"condA","s8",1,1003.40332419637
"706",6,"condA","s8",1,1133.53528257411
"707",7,"condA","s8",1,981.904042064666
"708",8,"condA","s8",1,909.375244206703
"709",9,"condA","s8",1,1021.01516247552
"710",10,"condA","s8",1,783.176491309007
"711",11,"condA","s8",1,851.565443517236
"712",12,"condA","s8",1,808.563975945651
"713",13,"condA","s8",1,865.643935975458
"714",14,"condA","s8",1,891.250481380609
"715",15,"condA","s8",1,724.629681697634
"716",16,"condA","s8",1,893.833948624924
"717",17,"condA","s8",1,894.321955860739
"718",18,"condA","s8",1,572.267540651439
"719",19,"condA","s8",1,887.014391651673
"720",20,"condA","s8",1,575.240881992973
"721",21,"condA","s8",1,648.02603236299
"722",22,"condA","s8",1,586.652550012645
"723",23,"condA","s8",1,602.536686086956
"724",24,"condA","s8",0,434.126964673908
"725",25,"condA","s8",1,525.243831998292
"726",26,"condA","s8",1,653.950557835541
"727",27,"condA","s8",1,345.406577549572
"728",28,"condA","s8",1,460.826270654595
"729",29,"condA","s8",0,275.760409620294
"730",30,"condA","s8",1,220.961071108537
"731",31,"condA","s8",1,335.583227157387
"732",32,"condA","s8",1,321.270713451739
"733",33,"condA","s8",1,181.373830550244
"734",34,"condA","s8",1,233.065303400168
"735",35,"condA","s8",1,166.284001631871
"736",36,"condA","s8",1,385.123155730153
"737",37,"condA","s8",1,43.4033241963663
"738",38,"condA","s8",1,173.535282574112
"739",39,"condA","s8",1,21.904042064666
"740",40,"condA","s8",1,-50.6247557932968
"741",41,"condA","s8",1,61.0151624755153
"742",42,"condA","s8",1,-176.823508690993
"743",43,"condA","s8",1,-108.434556482764
"744",44,"condA","s8",1,-151.436024054349
"745",45,"condA","s8",1,-94.3560640245417
"746",46,"condA","s8",1,-68.7495186193905
"747",47,"condA","s8",1,-235.370318302366
"748",48,"condA","s8",1,-66.1660513750761
"749",49,"condA","s8",1,-65.6780441392608
"750",50,"condA","s8",1,-387.732459348561
"751",1,"condB","s8",1,1478.62372602344
"752",2,"condB","s8",1,1137.5617785182
"753",3,"condB","s8",1,1227.29013552518
"754",4,"condB","s8",1,1149.8618572655
"755",5,"condB","s8",1,1171.96212897671
"756",6,"condB","s8",1,1024.26328371844
"757",7,"condB","s8",1,1058.46550695799
"758",8,"condB","s8",1,1220.1775434137
"759",9,"condB","s8",0,908.375089181503
"760",10,"condB","s8",1,1036.59730673953
"761",11,"condB","s8",1,846.01422155639
"762",12,"condB","s8",1,775.893718544223
"763",13,"condB","s8",1,882.402595032622
"764",14,"condB","s8",1,889.956511373836
"765",15,"condB","s8",1,768.89058590003
"766",16,"condB","s8",0,862.728909349198
"767",17,"condB","s8",1,719.089761414295
"768",18,"condB","s8",1,936.338166923048
"769",19,"condB","s8",1,616.601172085009
"770",20,"condB","s8",1,708.610575406601
"771",21,"condB","s8",1,605.574452078004
"772",22,"condB","s8",1,517.653833380033
"773",23,"condB","s8",1,641.125188152873
"774",24,"condB","s8",1,395.580595697787
"775",25,"condB","s8",1,477.684248837897
"776",26,"condB","s8",1,428.985746083686
"777",27,"condB","s8",0,459.24331538736
"778",28,"condB","s8",1,540.814031018389
"779",29,"condB","s8",1,350.637788905608
"780",30,"condB","s8",1,500.201523395375
"781",31,"condB","s8",1,510.086774689992
"782",32,"condB","s8",0,174.439814758018
"783",33,"condB","s8",1,509.255343531493
"784",34,"condB","s8",1,186.409692009858
"785",35,"condB","s8",1,303.008165971069
"786",36,"condB","s8",0,135.648972968302
"787",37,"condB","s8",1,186.077801294079
"788",38,"condB","s8",1,26.1918587093491
"789",39,"condB","s8",1,146.35423166581
"790",40,"condB","s8",1,301.238829438861
"791",41,"condB","s8",1,-39.4185937154617
"792",42,"condB","s8",1,38.654385626259
"793",43,"condB","s8",1,-120.070764959168
"794",44,"condB","s8",1,-184.459499849302
"795",45,"condB","s8",1,-47.2032965522791
"796",46,"condB","s8",1,-56.8278069221776
"797",47,"condB","s8",1,-174.896585524967
"798",48,"condB","s8",1,-145.07779212018
"799",49,"condB","s8",1,-208.412597122603
"800",50,"condB","s8",1,-14.6062660074147
"801",1,"condA","s9",1,1123.40332419637
"802",2,"condA","s9",1,1253.53528257411
"803",3,"condA","s9",1,1101.90404206467
"804",4,"condA","s9",0,1029.3752442067
"805",5,"condA","s9",1,1141.01516247552
"806",6,"condA","s9",1,903.176491309007
"807",7,"condA","s9",1,971.565443517236
"808",8,"condA","s9",1,928.563975945651
"809",9,"condA","s9",1,985.643935975458
"810",10,"condA","s9",1,1011.25048138061
"811",11,"condA","s9",1,844.629681697634
"812",12,"condA","s9",1,1013.83394862492
"813",13,"condA","s9",1,1014.32195586074
"814",14,"condA","s9",1,692.267540651439
"815",15,"condA","s9",1,1007.01439165167
"816",16,"condA","s9",1,695.240881992973
"817",17,"condA","s9",1,768.02603236299
"818",18,"condA","s9",1,706.652550012645
"819",19,"condA","s9",1,722.536686086956
"820",20,"condA","s9",1,554.126964673908
"821",21,"condA","s9",1,645.243831998292
"822",22,"condA","s9",1,773.950557835541
"823",23,"condA","s9",1,465.406577549572
"824",24,"condA","s9",1,580.826270654595
"825",25,"condA","s9",1,395.760409620294
"826",26,"condA","s9",1,340.961071108537
"827",27,"condA","s9",1,455.583227157387
"828",28,"condA","s9",1,441.270713451739
"829",29,"condA","s9",1,301.373830550244
"830",30,"condA","s9",1,353.065303400168
"831",31,"condA","s9",1,286.284001631871
"832",32,"condA","s9",1,505.123155730153
"833",33,"condA","s9",1,163.403324196366
"834",34,"condA","s9",1,293.535282574112
"835",35,"condA","s9",1,141.904042064666
"836",36,"condA","s9",1,69.3752442067032
"837",37,"condA","s9",0,181.015162475515
"838",38,"condA","s9",1,-56.8235086909925
"839",39,"condA","s9",1,11.5654435172357
"840",40,"condA","s9",1,-31.4360240543487
"841",41,"condA","s9",1,25.6439359754583
"842",42,"condA","s9",1,51.2504813806095
"843",43,"condA","s9",1,-115.370318302366
"844",44,"condA","s9",1,53.8339486249239
"845",45,"condA","s9",1,54.3219558607392
"846",46,"condA","s9",1,-267.732459348561
"847",47,"condA","s9",1,47.0143916516727
"848",48,"condA","s9",1,-264.759118007027
"849",49,"condA","s9",1,-191.97396763701
"850",50,"condA","s9",1,-253.347449987355
"851",1,"condB","s9",1,1283.81447857811
"852",2,"condB","s9",1,1149.43097568179
"853",3,"condB","s9",1,1204.08156038492
"854",4,"condB","s9",1,1327.48566241371
"855",5,"condB","s9",1,1052.11422661749
"856",6,"condB","s9",0,1153.74780094271
"857",7,"condB","s9",1,983.754940006923
"858",8,"condB","s9",0,901.369350013919
"859",9,"condB","s9",1,1007.88406855104
"860",10,"condB","s9",1,995.204656722061
"861",11,"condB","s9",0,851.15283698831
"862",12,"condB","s9",1,930.29964271751
"863",13,"condB","s9",0,833.997132112426
"864",14,"condB","s9",1,1058.91679194635
"865",15,"condB","s9",1,731.809649862908
"866",16,"condB","s9",1,861.313819493166
"867",17,"condB","s9",1,723.292244233856
"868",18,"condB","s9",0,627.587298268192
"869",19,"condB","s9",1,759.207694352569
"870",20,"condB","s9",1,532.418309967345
"871",21,"condB","s9",1,568.441552159563
"872",22,"condB","s9",1,540.050533642144
"873",23,"condB","s9",1,565.126960892655
"874",24,"condB","s9",1,623.162190889331
"875",25,"condB","s9",1,453.572621614879
"876",26,"condB","s9",1,639.223058796771
"877",27,"condB","s9",1,634.450162545767
"878",28,"condB","s9",1,254.784088231514
"879",29,"condB","s9",1,605.467896133645
"880",30,"condB","s9",1,293.026749349163
"881",31,"condB","s9",1,351.951499825035
"882",32,"condB","s9",1,345.411468195841
"883",33,"condB","s9",1,319.762902035929
"884",34,"condB","s9",1,182.018030101398
"885",35,"condB","s9",1,249.523027824279
"886",36,"condB","s9",1,376.709036992776
"887",37,"condB","s9",1,106.54427602976
"888",38,"condB","s9",0,162.112694571098
"889",39,"condB","s9",1,35.5256715249364
"890",40,"condB","s9",1,-3.30928666650922
"891",41,"condB","s9",1,49.3780148332665
"892",42,"condB","s9",0,77.9723737732703
"893",43,"condB","s9",1,-120.725125443637
"894",44,"condB","s9",1,-60.3533359786704
"895",45,"condB","s9",1,-91.9101667029371
"896",46,"condB","s9",1,83.1012249432941
"897",47,"condB","s9",1,-206.981267906674
"898",48,"condB","s9",1,-79.48599153938
"899",49,"condB","s9",1,-275.314436384673
"900",50,"condB","s9",1,-357.547555222108
"901",1,"condA","s10",1,1261.01516247552
"902",2,"condA","s10",1,1023.17649130901
"903",3,"condA","s10",0,1091.56544351724
"904",4,"condA","s10",1,1048.56397594565
"905",5,"condA","s10",1,1105.64393597546
"906",6,"condA","s10",1,1131.25048138061
"907",7,"condA","s10",1,964.629681697634
"908",8,"condA","s10",1,1133.83394862492
"909",9,"condA","s10",1,1134.32195586074
"910",10,"condA","s10",1,812.267540651439
"911",11,"condA","s10",1,1127.01439165167
"912",12,"condA","s10",1,815.240881992973
"913",13,"condA","s10",1,888.02603236299
"914",14,"condA","s10",0,826.652550012645
"915",15,"condA","s10",1,842.536686086956
"916",16,"condA","s10",1,674.126964673908
"917",17,"condA","s10",1,765.243831998292
"918",18,"condA","s10",1,893.950557835541
"919",19,"condA","s10",1,585.406577549572
"920",20,"condA","s10",1,700.826270654595
"921",21,"condA","s10",1,515.760409620294
"922",22,"condA","s10",1,460.961071108537
"923",23,"condA","s10",1,575.583227157387
"924",24,"condA","s10",1,561.270713451739
"925",25,"condA","s10",1,421.373830550244
"926",26,"condA","s10",1,473.065303400168
"927",27,"condA","s10",1,406.284001631871
"928",28,"condA","s10",1,625.123155730153
"929",29,"condA","s10",1,283.403324196366
"930",30,"condA","s10",0,413.535282574112
"931",31,"condA","s10",0,261.904042064666
"932",32,"condA","s10",0,189.375244206703
"933",33,"condA","s10",1,301.015162475515
"934",34,"condA","s10",1,63.1764913090075
"935",35,"condA","s10",1,131.565443517236
"936",36,"condA","s10",1,88.5639759456513
"937",37,"condA","s10",1,145.643935975458
"938",38,"condA","s10",1,171.25048138061
"939",39,"condA","s10",1,4.62968169763411
"940",40,"condA","s10",1,173.833948624924
"941",41,"condA","s10",0,174.321955860739
"942",42,"condA","s10",1,-147.732459348561
"943",43,"condA","s10",1,167.014391651673
"944",44,"condA","s10",1,-144.759118007027
"945",45,"condA","s10",1,-71.9739676370102
"946",46,"condA","s10",0,-133.347449987355
"947",47,"condA","s10",1,-117.463313913044
"948",48,"condA","s10",1,-285.873035326092
"949",49,"condA","s10",1,-194.756168001708
"950",50,"condA","s10",1,-66.049442164459
"951",1,"condB","s10",1,1144.92980326009
"952",2,"condB","s10",0,1276.12093741764
"953",3,"condB","s10",0,1089.71555125166
"954",4,"condB","s10",1,1028.89773964841
"955",5,"condB","s10",1,1115.32030166729
"956",6,"condB","s10",0,1105.26437840338
"957",7,"condB","s10",1,992.981660717408
"958",8,"condB","s10",1,1029.8909701516
"959",9,"condB","s10",1,1003.38668407718
"960",10,"condB","s10",1,1124.69810893202
"961",11,"condB","s10",1,854.796291767222
"962",12,"condB","s10",1,957.877620327777
"963",13,"condB","s10",1,820.304121589004
"964",14,"condB","s10",1,742.22016624761
"965",15,"condB","s10",1,875.560613075163
"966",16,"condB","s10",1,620.414574491461
"967",17,"condB","s10",1,688.896675510666
"968",18,"condB","s10",1,610.815030822068
"969",19,"condB","s10",1,719.487402770761
"970",20,"condB","s10",1,733.673223080423
"971",21,"condB","s10",0,556.93014968803
"972",22,"condB","s10",1,734.826257728808
"973",23,"condB","s10",1,702.808298724129
"974",24,"condB","s10",1,404.903277076293
"975",25,"condB","s10",1,713.58753291071
"976",26,"condB","s10",1,399.377002712084
"977",27,"condB","s10",1,491.239452448566
"978",28,"condB","s10",1,394.846110665353
"979",29,"condB","s10",1,460.316047563881
"980",30,"condB","s10",1,317.847193427652
"981",31,"condB","s10",1,369.033825180965
"982",32,"condB","s10",1,500.215546077561
"983",33,"condB","s10",0,196.649179046398
"984",34,"condB","s10",0,292.518213632371
"985",35,"condB","s10",1,106.318242166773
"986",36,"condB","s10",1,61.7448809031935
"987",37,"condB","s10",1,161.954475843324
"988",38,"condB","s10",1,206.255629221608
"989",39,"condB","s10",1,53.9130998044239
"990",40,"condB","s10",1,118.149951009704
"991",41,"condB","s10",1,14.637047995017
"992",42,"condB","s10",0,237.542868551857
"993",43,"condB","s10",1,-131.601278327209
"994",44,"condB","s10",1,-4.87003812697623
"995",45,"condB","s10",1,-153.215188169727
"996",46,"condB","s10",1,-179.058456149408
"997",47,"condB","s10",1,-94.4635554803357
"998",48,"condB","s10",1,-286.060467945304
"999",49,"condB","s10",1,-265.964022322502
"1000",50,"condB","s10",1,-290.492296637844
"1001",1,"condA","s11",1,1225.64393597546
"1002",2,"condA","s11",1,1251.25048138061
"1003",3,"condA","s11",1,1084.62968169763
"1004",4,"condA","s11",1,1253.83394862492
"1005",5,"condA","s11",1,1254.32195586074
"1006",6,"condA","s11",1,932.267540651439
"1007",7,"condA","s11",1,1247.01439165167
"1008",8,"condA","s11",1,935.240881992973
"1009",9,"condA","s11",1,1008.02603236299
"1010",10,"condA","s11",1,946.652550012645
"1011",11,"condA","s11",1,962.536686086956
"1012",12,"condA","s11",1,794.126964673908
"1013",13,"condA","s11",1,885.243831998292
"1014",14,"condA","s11",1,1013.95055783554
"1015",15,"condA","s11",1,705.406577549572
"1016",16,"condA","s11",1,820.826270654595
"1017",17,"condA","s11",0,635.760409620294
"1018",18,"condA","s11",1,580.961071108537
"1019",19,"condA","s11",1,695.583227157387
"1020",20,"condA","s11",0,681.270713451739
"1021",21,"condA","s11",0,541.373830550244
"1022",22,"condA","s11",1,593.065303400168
"1023",23,"condA","s11",1,526.284001631871
"1024",24,"condA","s11",1,745.123155730153
"1025",25,"condA","s11",1,403.403324196366
"1026",26,"condA","s11",1,533.535282574112
"1027",27,"condA","s11",1,381.904042064666
"1028",28,"condA","s11",1,309.375244206703
"1029",29,"condA","s11",1,421.015162475515
"1030",30,"condA","s11",1,183.176491309007
"1031",31,"condA","s11",1,251.565443517236
"1032",32,"condA","s11",1,208.563975945651
"1033",33,"condA","s11",1,265.643935975458
"1034",34,"condA","s11",1,291.25048138061
"1035",35,"condA","s11",1,124.629681697634
"1036",36,"condA","s11",0,293.833948624924
"1037",37,"condA","s11",0,294.321955860739
"1038",38,"condA","s11",1,-27.7324593485608
"1039",39,"condA","s11",1,287.014391651673
"1040",40,"condA","s11",1,-24.7591180070273
"1041",41,"condA","s11",1,48.0260323629898
"1042",42,"condA","s11",1,-13.3474499873548
"1043",43,"condA","s11",1,2.53668608695571
"1044",44,"condA","s11",1,-165.873035326092
"1045",45,"condA","s11",1,-74.7561680017083
"1046",46,"condA","s11",1,53.950557835541
"1047",47,"condA","s11",1,-254.593422450428
"1048",48,"condA","s11",1,-139.173729345405
"1049",49,"condA","s11",1,-324.239590379706
"1050",50,"condA","s11",1,-379.038928891463
"1051",1,"condB","s11",1,1258.19488786351
"1052",2,"condB","s11",1,1252.11207768698
"1053",3,"condB","s11",1,1105.35609145349
"1054",4,"condB","s11",1,1167.86257362343
"1055",5,"condB","s11",1,1076.93395709491
"1056",6,"condB","s11",1,1322.67682757528
"1057",7,"condB","s11",1,948.188106106753
"1058",8,"condB","s11",1,1066.96088664715
"1059",9,"condB","s11",1,925.389596959409
"1060",10,"condB","s11",1,888.869098469139
"1061",11,"condB","s11",1,992.766092689491
"1062",12,"condB","s11",1,757.735330508678
"1063",13,"condB","s11",1,849.152892468525
"1064",14,"condB","s11",1,758.848032558028
"1065",15,"condB","s11",1,805.100827397186
"1066",16,"condB","s11",1,841.308365805902
"1067",17,"condB","s11",1,685.554362120046
"1068",18,"condB","s11",1,841.944472221037
"1069",19,"condB","s11",1,847.88505117929
"1070",20,"condB","s11",0,534.265735014198
"1071",21,"condB","s11",1,843.598881435435
"1072",22,"condB","s11",1,536.932498342966
"1073",23,"condB","s11",1,623.892869803713
"1074",24,"condB","s11",1,561.745910592539
"1075",25,"condB","s11",1,544.64843708731
"1076",26,"condB","s11",1,382.866169552141
"1077",27,"condB","s11",1,548.98326561678
"1078",28,"condB","s11",1,606.047640553481
"1079",29,"condB","s11",1,339.465942134147
"1080",30,"condB","s11",1,411.365484709867
"1081",31,"condB","s11",1,255.598280608852
"1082",32,"condB","s11",0,208.283613791799
"1083",33,"condB","s11",0,284.079905293401
"1084",34,"condB","s11",0,309.143478494631
"1085",35,"condB","s11",1,168.497138319643
"1086",36,"condB","s11",1,178.817239809767
"1087",37,"condB","s11",1,116.82112800857
"1088",38,"condB","s11",1,305.366025263279
"1089",39,"condB","s11",1,13.4055716749465
"1090",40,"condB","s11",1,120.860860392134
"1091",41,"condB","s11",0,4.82284674913379
"1092",42,"condB","s11",1,-104.662856170501
"1093",43,"condB","s11",1,31.3152037780616
"1094",44,"condB","s11",1,-204.127534239259
"1095",45,"condB","s11",1,-92.0020664199382
"1096",46,"condB","s11",1,-188.787961394278
"1097",47,"condB","s11",1,-139.698725009703
"1098",48,"condB","s11",1,-112.585243433818
"1099",49,"condB","s11",0,-254.224044417517
"1100",50,"condB","s11",1,-112.617313434257
"1101",1,"condA","s12",1,1374.32195586074
"1102",2,"condA","s12",1,1052.26754065144
"1103",3,"condA","s12",1,1367.01439165167
"1104",4,"condA","s12",1,1055.24088199297
"1105",5,"condA","s12",0,1128.02603236299
"1106",6,"condA","s12",1,1066.65255001265
"1107",7,"condA","s12",1,1082.53668608696
"1108",8,"condA","s12",1,914.126964673908
"1109",9,"condA","s12",1,1005.24383199829
"1110",10,"condA","s12",1,1133.95055783554
"1111",11,"condA","s12",1,825.406577549572
"1112",12,"condA","s12",1,940.826270654595
"1113",13,"condA","s12",1,755.760409620294
"1114",14,"condA","s12",1,700.961071108537
"1115",15,"condA","s12",1,815.583227157387
"1116",16,"condA","s12",0,801.270713451739
"1117",17,"condA","s12",1,661.373830550244
"1118",18,"condA","s12",1,713.065303400168
"1119",19,"condA","s12",1,646.284001631871
"1120",20,"condA","s12",0,865.123155730153
"1121",21,"condA","s12",1,523.403324196366
"1122",22,"condA","s12",1,653.535282574112
"1123",23,"condA","s12",1,501.904042064666
"1124",24,"condA","s12",1,429.375244206703
"1125",25,"condA","s12",1,541.015162475515
"1126",26,"condA","s12",1,303.176491309007
"1127",27,"condA","s12",1,371.565443517236
"1128",28,"condA","s12",1,328.563975945651
"1129",29,"condA","s12",0,385.643935975458
"1130",30,"condA","s12",1,411.25048138061
"1131",31,"condA","s12",1,244.629681697634
"1132",32,"condA","s12",0,413.833948624924
"1133",33,"condA","s12",1,414.321955860739
"1134",34,"condA","s12",1,92.2675406514392
"1135",35,"condA","s12",1,407.014391651673
"1136",36,"condA","s12",1,95.2408819929727
"1137",37,"condA","s12",1,168.02603236299
"1138",38,"condA","s12",1,106.652550012645
"1139",39,"condA","s12",1,122.536686086956
"1140",40,"condA","s12",1,-45.8730353260919
"1141",41,"condA","s12",1,45.2438319982917
"1142",42,"condA","s12",1,173.950557835541
"1143",43,"condA","s12",1,-134.593422450428
"1144",44,"condA","s12",1,-19.1737293454049
"1145",45,"condA","s12",1,-204.239590379706
"1146",46,"condA","s12",1,-259.038928891463
"1147",47,"condA","s12",1,-144.416772842613
"1148",48,"condA","s12",0,-158.729286548261
"1149",49,"condA","s12",1,-298.626169449756
"1150",50,"condA","s12",1,-246.934696599832
"1151",1,"condB","s12",1,1251.22394525956
"1152",2,"condB","s12",0,1422.19192884885
"1153",3,"condB","s12",1,1089.95319679916
"1154",4,"condB","s12",0,1195.2309575069
"1155",5,"condB","s12",1,1050.71610185365
"1156",6,"condB","s12",1,970.900824042031
"1157",7,"condB","s12",1,1119.30756603186
"1158",8,"condB","s12",1,867.398748432886
"1159",9,"condB","s12",1,933.898917905273
"1160",10,"condB","s12",1,876.328692667701
"1161",11,"condB","s12",1,971.226822914029
"1162",12,"condB","s12",0,933.241448023492
"1163",13,"condB","s12",1,810.943637201715
"1164",14,"condB","s12",1,969.02903968153
"1165",15,"condB","s12",1,952.282932438647
"1166",16,"condB","s12",1,640.514676774251
"1167",17,"condB","s12",0,986.296294125243
"1168",18,"condB","s12",1,647.926448038812
"1169",19,"condB","s12",1,747.305234569495
"1170",20,"condB","s12",0,675.104354344024
"1171",21,"condB","s12",1,703.391162029151
"1172",22,"condB","s12",1,547.565154538344
"1173",23,"condB","s12",1,629.66343532519
"1174",24,"condB","s12",1,744.268139693736
"1175",25,"condB","s12",1,461.156248268654
"1176",26,"condB","s12",1,556.271024003693
"1177",27,"condB","s12",0,380.010527612313
"1178",28,"condB","s12",1,300.685878095859
"1179",29,"condB","s12",1,404.705499134455
"1180",30,"condB","s12",1,360.417665592719
"1181",31,"condB","s12",1,277.000787895766
"1182",32,"condB","s12",1,345.896498966306
"1183",33,"condB","s12",1,271.132792568054
"1184",34,"condB","s12",1,464.253969376445
"1185",35,"condB","s12",1,115.650728685136
"1186",36,"condB","s12",0,265.547470705614
"1187",37,"condB","s12",1,93.9507748932328
"1188",38,"condB","s12",1,47.1876934500139
"1189",39,"condB","s12",1,155.527554072923
"1190",40,"condB","s12",1,-98.9852713155393
"1191",41,"condB","s12",1,-24.4902025514766
"1192",42,"condB","s12",1,-53.2837086838269
"1193",43,"condB","s12",1,3.37042305251621
"1194",44,"condB","s12",1,27.8909530113038
"1195",45,"condB","s12",1,-114.224539383632
"1196",46,"condB","s12",1,3.9939736598145
"1197",47,"condB","s12",1,7.4441388272588
"1198",48,"condB","s12",1,-291.739466794637
"1199",49,"condB","s12",1,5.56337976351296
"1200",50,"condB","s12",1,-305.177283079962
"1201",1,"condA","s13",1,1248.02603236299
"1202",2,"condA","s13",1,1186.65255001265
"1203",3,"condA","s13",1,1202.53668608696
"1204",4,"condA","s13",1,1034.12696467391
"1205",5,"condA","s13",1,1125.24383199829
"1206",6,"condA","s13",0,1253.95055783554
"1207",7,"condA","s13",1,945.406577549572
"1208",8,"condA","s13",1,1060.8262706546
"1209",9,"condA","s13",1,875.760409620294
"1210",10,"condA","s13",1,820.961071108537
"1211",11,"condA","s13",1,935.583227157387
"1212",12,"condA","s13",1,921.270713451739
"1213",13,"condA","s13",1,781.373830550244
"1214",14,"condA","s13",1,833.065303400168
"1215",15,"condA","s13",1,766.284001631871
"1216",16,"condA","s13",0,985.123155730153
"1217",17,"condA","s13",1,643.403324196366
"1218",18,"condA","s13",0,773.535282574112
"1219",19,"condA","s13",1,621.904042064666
"1220",20,"condA","s13",0,549.375244206703
"1221",21,"condA","s13",1,661.015162475515
"1222",22,"condA","s13",1,423.176491309007
"1223",23,"condA","s13",1,491.565443517236
"1224",24,"condA","s13",1,448.563975945651
"1225",25,"condA","s13",1,505.643935975458
"1226",26,"condA","s13",1,531.250481380609
"1227",27,"condA","s13",1,364.629681697634
"1228",28,"condA","s13",1,533.833948624924
"1229",29,"condA","s13",1,534.321955860739
"1230",30,"condA","s13",1,212.267540651439
"1231",31,"condA","s13",1,527.014391651673
"1232",32,"condA","s13",0,215.240881992973
"1233",33,"condA","s13",1,288.02603236299
"1234",34,"condA","s13",1,226.652550012645
"1235",35,"condA","s13",1,242.536686086956
"1236",36,"condA","s13",1,74.1269646739081
"1237",37,"condA","s13",1,165.243831998292
"1238",38,"condA","s13",1,293.950557835541
"1239",39,"condA","s13",1,-14.5934224504276
"1240",40,"condA","s13",1,100.826270654595
"1241",41,"condA","s13",1,-84.2395903797061
"1242",42,"condA","s13",1,-139.038928891463
"1243",43,"condA","s13",1,-24.4167728426134
"1244",44,"condA","s13",1,-38.7292865482609
"1245",45,"condA","s13",1,-178.626169449756
"1246",46,"condA","s13",1,-126.934696599832
"1247",47,"condA","s13",1,-193.715998368129
"1248",48,"condA","s13",1,25.1231557301534
"1249",49,"condA","s13",1,-316.596675803634
"1250",50,"condA","s13",1,-186.464717425888
"1251",1,"condB","s13",1,1159.95689530252
"1252",2,"condB","s13",1,1130.24170578853
"1253",3,"condB","s13",1,1196.16882006614
"1254",4,"condB","s13",1,991.171889407881
"1255",5,"condB","s13",1,1037.9608766222
"1256",6,"condB","s13",1,1019.06612796477
"1257",7,"condB","s13",1,989.027490093383
"1258",8,"condB","s13",1,1074.4499604699
"1259",9,"condB","s13",0,932.601481649406
"1260",10,"condB","s13",0,1081.89458030757
"1261",11,"condB","s13",1,1057.68166758263
"1262",12,"condB","s13",1,788.579121014549
"1263",13,"condB","s13",1,1095.0158625578
"1264",14,"condB","s13",1,772.378405956074
"1265",15,"condB","s13",1,870.959061299863
"1266",16,"condB","s13",1,819.171504710012
"1267",17,"condB","s13",1,812.740781976035
"1268",18,"condB","s13",1,663.999992241294
"1269",19,"condB","s13",1,731.960997887303
"1270",20,"condB","s13",1,872.388081070749
"1271",21,"condB","s13",0,562.987441597441
"1272",22,"condB","s13",1,660.307236942182
"1273",23,"condB","s13",1,480.668853480597
"1274",24,"condB","s13",1,400.168227730225
"1275",25,"condB","s13",1,555.074990390273
"1276",26,"condB","s13",1,528.150006465692
"1277",27,"condB","s13",1,410.235088286005
"1278",28,"condB","s13",1,445.358535022508
"1279",29,"condB","s13",1,368.540385182654
"1280",30,"condB","s13",1,587.364774345187
"1281",31,"condB","s13",1,254.30740251388
"1282",32,"condB","s13",1,392.512908218544
"1283",33,"condB","s13",0,231.041243918602
"1284",34,"condB","s13",1,168.068900870096
"1285",35,"condB","s13",1,248.331479363001
"1286",36,"condB","s13",1,35.1380055971855
"1287",37,"condB","s13",1,116.180366374207
"1288",38,"condB","s13",0,33.4075741172652
